cycle,range_bin,doppler_bin,output_hex
1399915000,56,25,0123ff14
1399925000,56,26,ffdc0132
1399935000,56,27,ff0affb8
1399945000,56,28,00cbffc0
1399955000,56,29,0050ffd2
1399965000,56,30,ff800112
1399975000,56,31,fff6ff1d
1405045000,57,0,0137fe99
1405055000,57,1,fec20176
1405065000,57,2,00aeff0f
1405075000,57,3,fe370060
1405085000,57,4,0318ff9e
1405095000,57,5,fe55015a
1405105000,57,6,ff56fef9
1405115000,57,7,00a301e7
1405125000,57,8,00c5fd47
1405135000,57,9,fe5c00bb
1405145000,57,10,0116003b
1405155000,57,11,ffddffe4
1405165000,57,12,000a0005
1405175000,57,13,ff84ff9d
1405185000,57,14,004500f8
1405195000,57,15,ffedffbf
1405205000,57,16,00b50025
1405215000,57,17,fea6ffb8
1405225000,57,18,009200af
1405235000,57,19,00b1ffc4
1405245000,57,20,ff4efeb4
1405255000,57,21,ff0d0336
1405265000,57,22,0200fc4b
1405275000,57,23,fff302bd
1405285000,57,24,ff8ffe23
1405295000,57,25,00a00047
1405305000,57,26,ffa6ffd3
1405315000,57,27,ff5301ac
1405325000,57,28,0088fe69
1405335000,57,29,ffa6008b
1405345000,57,30,0031ff20
1405355000,57,31,ff7500f1
1410425000,58,0,001900db
1410435000,58,1,ff58ff28
1410445000,58,2,010a008e
1410455000,58,3,ff2c0101
1410465000,58,4,008efe1f
1410475000,58,5,ff980183
1410485000,58,6,0085fff2
1410495000,58,7,ff1b0018
1410505000,58,8,0099fde8
1410515000,58,9,003702ca
1410525000,58,10,ff49fea8
1410535000,58,11,0098ffc4
1410545000,58,12,febbfefc
1410555000,58,13,016b01d2
1410565000,58,14,ff64feb5
1410575000,58,15,001f01c0
1410585000,58,16,00dbff23
1410595000,58,17,fdc40016
1410605000,58,18,014cff26
1410615000,58,19,ff7401d7
1410625000,58,20,0088fe3d
1410635000,58,21,ff80023b
1410645000,58,22,00e1fd9a
1410655000,58,23,ff7f0224
1410665000,58,24,017bfe32
1410675000,58,25,fe890100
1410685000,58,26,0039ff68
1410695000,58,27,007000c8
1410705000,58,28,ffffff20
1410715000,58,29,ff090020
1410725000,58,30,0126017b
1410735000,58,31,ff97fdd8
1415805000,59,0,00b4ff37
1415815000,59,1,ff420104
1415825000,59,2,ff43ff15
1415835000,59,3,00b400a2
1415845000,59,4,0106fedf
1415855000,59,5,fed80177
1415865000,59,6,001fffda
1415875000,59,7,019efff6
1415885000,59,8,fe5effac
1415895000,59,9,ffb1ffbf
1415905000,59,10,016bffc6
1415915000,59,11,ff40017c
1415925000,59,12,fefafcd5
1415935000,59,13,004a0257
1415945000,59,14,019afee8
1415955000,59,15,fdd70213
1415965000,59,16,0172fe13
1415975000,59,17,ff540096
1415985000,59,18,001fffab
1415995000,59,19,ff92012a
1416005000,59,20,0038ff35
1416015000,59,21,fffc0117
1416025000,59,22,0037ff1e
1416035000,59,23,ff980018
1416045000,59,24,019000aa
1416055000,59,25,fe9dfe77
1416065000,59,26,00970146
1416075000,59,27,ffa60018
1416085000,59,28,0134ff07
1416095000,59,29,fe9600db
1416105000,59,30,015cffc4
1416115000,59,31,feffffef
1421185000,60,0,018c00ec
1421195000,60,1,ff45ff44
1421205000,60,2,ffe50063
1421215000,60,3,ffc5003c
1421225000,60,4,0193ff15
1421235000,60,5,fece0100
1421245000,60,6,ffbfff85
1421255000,60,7,00e101b3
1421265000,60,8,ff85fd42
1421275000,60,9,fffd0133
1421285000,60,10,fff0ffd8
1421295000,60,11,00ad009c
1421305000,60,12,fdecfde2
1421315000,60,13,01b20177
1421325000,60,14,ffd0ffa3
1421335000,60,15,ffa70158
1421345000,60,16,01dafdfe
1421355000,60,17,fc8f016a
1421365000,60,18,01d5ff89
1421375000,60,19,ff2b004a
1421385000,60,20,00efff4d
1421395000,60,21,fd92011c
1421405000,60,22,02d5ff4d
1421415000,60,23,fee900d5
1421425000,60,24,00d1ff98
1421435000,60,25,ff0f0067
1421445000,60,26,00aefecc
1421455000,60,27,001301ee
1421465000,60,28,0016ff38
1421475000,60,29,ff16ffc5
1421485000,60,30,0274007b
1421495000,60,31,fd67feb0
1426565000,61,0,018c0006
1426575000,61,1,fe6dff93
1426585000,61,2,00360107
1426595000,61,3,00e6fecf
1426605000,61,4,000dfff1
1426615000,61,5,fea2017a
1426625000,61,6,00fefdb6
1426635000,61,7,00e60221
1426645000,61,8,fed2fde5
1426655000,61,9,006c00f4
1426665000,61,10,ff7aff01
1426675000,61,11,00e10244
1426685000,61,12,fe43fc19
1426695000,61,13,00680308
1426705000,61,14,014a0029
1426715000,61,15,fe3dff75
1426725000,61,16,00ac001a
1426735000,61,17,ff95ff87
1426745000,61,18,0178ffef
1426755000,61,19,fdac00f3
1426765000,61,20,0253ff0b
1426775000,61,21,fe3e01aa
1426785000,61,22,0172fe66
1426795000,61,23,ff860117
1426805000,61,24,003eff0b
1426815000,61,25,ff6e0076
1426825000,61,26,fffc0039
1426835000,61,27,0001ff86
1426845000,61,28,000d0083
1426855000,61,29,008cffb8
1426865000,61,30,ffea0013
1426875000,61,31,ff73002f
1431945000,62,0,ff37ff07
1431955000,62,1,006000c7
1431965000,62,2,fff500a2
1431975000,62,3,ff80feca
1431985000,62,4,ffb80050
1431995000,62,5,012c0115
1432005000,62,6,ff5efdb7
1432015000,62,7,ff78028e
1432025000,62,8,01b8fddc
1432035000,62,9,fee101c2
1432045000,62,10,0017fdb9
1432055000,62,11,fff10167
1432065000,62,12,00470061
1432075000,62,13,ff7bffd5
1432085000,62,14,001bfe87
1432095000,62,15,ff25018c
1432105000,62,16,0037ff05
1432115000,62,17,00ae0073
1432125000,62,18,002bff46
1432135000,62,19,fe800164
1432145000,62,20,01d40014
1432155000,62,21,fe06fffd
1432165000,62,22,014cff8d
1432175000,62,23,ffea0100
1432185000,62,24,0102fef8
1432195000,62,25,fec50100
1432205000,62,26,003dfe57
1432215000,62,27,ffb70107
1432225000,62,28,0065fffb
1432235000,62,29,0167ff3d
1432245000,62,30,fe2701ad
1432255000,62,31,0149ff1a
1437325000,63,0,fff4fda2
1437335000,63,1,ffd300e6
1437345000,63,2,002a011b
1437355000,63,3,ff72fee4
1437365000,63,4,00c2ffe4
1437375000,63,5,ffda01b4
1437385000,63,6,ff26fdf4
1437395000,63,7,0192035e
1437405000,63,8,ff92fc0b
1437415000,63,9,feee026d
1437425000,63,10,0091fe56
1437435000,63,11,00770145
1437445000,63,12,ffc7fe8b
1437455000,63,13,001b0169
1437465000,63,14,0069fe78
1437475000,63,15,ffdc0193
1437485000,63,16,ff8efee4
1437495000,63,17,ffe9006e
1437505000,63,18,003cff23
1437515000,63,19,ff20010c
1437525000,63,20,0166ffea
1437535000,63,21,fdf2ff70
1437545000,63,22,00b8ffa8
1437555000,63,23,00860154
1437565000,63,24,0048feb7
1437575000,63,25,ffb60183
1437585000,63,26,ffa5fe68
1437595000,63,27,fff3020b
1437605000,63,28,0005feaf
1437615000,63,29,0129ffe7
1437625000,63,30,fe3d0170
1437635000,63,31,0130fff3
